ID	StromalScore_mic	ImmuneScore_mic	ESTIMATEScore_mic	TumorPurity_mic	ACOT8_RNA	meta
LCS_544	-1768.41777608032	665.595646369296	-1102.82212971103	0.903424459292441	5.96041443384431	19.5766
LCS_545	-894.493605390053	1580.18230191996	685.68869652991	0.761197725217868	5.83812539751882	20.3607
LCS_546	-256.696376528105	834.987144963546	578.290768435441	0.771326480861476	5.90906373026613	21.3278
LCS_547	-658.284389976838	1388.69922242498	730.414832448137	0.756923637762204	5.93466168698676	19.0221
LCS_548	279.772042887333	3052.18030474733	3331.95234763466	0.458864839837542	5.47646441991716	19.9505
LCS_549	-679.27241256799	1344.65767212879	665.385259560799	0.763127131413909	5.65017324611021	14.7805
LCS_550	-926.21720202217	1097.997848259	171.780646236826	0.807908126279973	5.61450193954965	18.6777
LCS_551	885.332179694325	4283.1833521003	5168.51553179462	0.205653074782108	5.69297189192619	14.7805
LCS_552	448.518530435538	1988.03634297334	2436.55487340888	0.571351062178	5.91137838673542	19.2843
LCS_553	-765.244071148196	1182.35506205567	417.110990907474	0.786166936955717	5.62462740834196	14.7805
LCS_557	-731.070028069615	2540.34282216622	1809.2727940966	0.644392717031367	5.54855906196842	14.7805
LCS_558	-735.535888804043	1261.00005828588	525.464169481838	0.776238406216948	6.29712252264509	18.9313
LCS_559	-732.541401862142	2120.11861844145	1387.57721657931	0.690462975667497	5.70006192772614	20.3225
LCS_560	1050.79795802234	2769.14090380943	3819.93886183177	0.394098179795824	5.5036552885444	20.8125
LCS_562	367.888319374694	2390.97516011786	2758.86347949255	0.531897678495312	5.65282874158278	19.6986
LCS_563	-1069.90207138095	1396.7756889601	326.873617579149	0.79428382385009	5.91744155384343	19.4443
LCS_564	-1358.85888056846	682.042223387104	-676.816657181351	0.874865449130554	5.63381374433718	14.7805
LCS_565	-308.672207292931	1711.5607977257	1402.88859043277	0.688835440953126	5.72846198756705	14.7805
LCS_566	1032.81237406442	2891.97260970668	3924.7849837711	0.379907425827753	5.79597830993258	20.2148
LCS_567	200.288120444856	2361.8775291651	2562.16564960996	0.556122460814873	5.77971780540735	14.7805
LCS_584	-1919.20859057219	1011.19536340005	-908.013227172137	0.890796460581212	5.7679698283462	17.7141
